district_code,district_name_english,district_name_french,party,candidate_last,candidate_first,candidate_middle
35019,Eglinton--Lawrence,Eglinton--Lawrence,NDP,Mooney,Maurganne,
35019,Eglinton--Lawrence,Eglinton--Lawrence,No Affiliation,Steele,John Brian,
35019,Eglinton--Lawrence,Eglinton--Lawrence,Liberal,Volpe,Joe,
35020,Elgin--Middlesex--London,Elgin--Middlesex--London,Canadian Action Party,Arlow,Will,
35020,Elgin--Middlesex--London,Elgin--Middlesex--London,Progressive Canadian Party,Borm,Phill,
35020,Elgin--Middlesex--London,Elgin--Middlesex--London,Liberal,Colvin,Crispin,
35020,Elgin--Middlesex--London,Elgin--Middlesex--London,Christian Heritage,DeVries,Ken,
35020,Elgin--Middlesex--London,Elgin--Middlesex--London,Green,Martyn,Jonathan,
35020,Elgin--Middlesex--London,Elgin--Middlesex--London,NDP,McCallum,Tim,
35020,Elgin--Middlesex--London,Elgin--Middlesex--London,Conservative,Preston,Joe,
35021,Essex,Essex,Marxist-Leninist,Cruise,Bob,
35021,Essex,Essex,Green,McVeity,James,
35021,Essex,Essex,NDP,Natyshak,Taras,
35021,Essex,Essex,Conservative,Watson,Jeff,
35021,Essex,Essex,Liberal,Whelan,Susan,
35022,Etobicoke Centre,Etobicoke-Centre,NDP,Cameron,Cynthia,
35022,Etobicoke Centre,Etobicoke-Centre,Progressive Canadian Party,Dundas,Norman,
35022,Etobicoke Centre,Etobicoke-Centre,Conservative,Kuhn,Axel,
35022,Etobicoke Centre,Etobicoke-Centre,Marxist-Leninist,Tremblay,France,
35022,Etobicoke Centre,Etobicoke-Centre,Green,Vanderheyden,John,
35022,Etobicoke Centre,Etobicoke-Centre,Liberal,Wrzesnewskyj,Borys,
35023,Etobicoke--Lakeshore,Etobicoke--Lakeshore,Conservative,Capobianco,John,
35023,Etobicoke--Lakeshore,Etobicoke--Lakeshore,Communist,Holliday,Cathy,
35023,Etobicoke--Lakeshore,Etobicoke--Lakeshore,Liberal,Ignatieff,Michael,
35023,Etobicoke--Lakeshore,Etobicoke--Lakeshore,NDP,McHugh-Russell,Liam,
35023,Etobicoke--Lakeshore,Etobicoke--Lakeshore,Marxist-Leninist,Murray,Janice,
35023,Etobicoke--Lakeshore,Etobicoke--Lakeshore,Green,Ridge,Philip,
35024,Etobicoke North,Etobicoke-Nord,Progressive Canadian Party,Bussmann,Alexander T.,
35024,Etobicoke North,Etobicoke-Nord,Liberal,Cullen,Roy,
35024,Etobicoke North,Etobicoke-Nord,Marxist-Leninist,Di Carlo,Anna,
35024,Etobicoke North,Etobicoke-Nord,Green,Havlovic,George Jan,
35024,Etobicoke North,Etobicoke-Nord,Conservative,Khroad,Amanjit Singh,
35024,Etobicoke North,Etobicoke-Nord,NDP,Naqvi,Ali,
35024,Etobicoke North,Etobicoke-Nord,Independent,Szebik,George,
35025,Glengarry--Prescott--Russell,Glengarry--Prescott--Russell,Liberal,Berthiaume,René,
35025,Glengarry--Prescott--Russell,Glengarry--Prescott--Russell,NDP,Fennessey,Jo-Ann,
35025,Glengarry--Prescott--Russell,Glengarry--Prescott--Russell,Green,Jean-Louis,Bonnie,
35025,Glengarry--Prescott--Russell,Glengarry--Prescott--Russell,Conservative,Lemieux,Pierre,
35026,Bruce--Grey--Owen Sound,Bruce--Grey--Owen Sound,Liberal,Jackson,Verona,
35026,Bruce--Grey--Owen Sound,Bruce--Grey--Owen Sound,Green,Jolley,Shane,
35026,Bruce--Grey--Owen Sound,Bruce--Grey--Owen Sound,NDP,McIllwraith,Jill,
35026,Bruce--Grey--Owen Sound,Bruce--Grey--Owen Sound,Conservative,Miller,Larry,
35027,Guelph,Guelph,NDP,Allt,Phil,
35027,Guelph,Guelph,Conservative,Barr,Brent,
35027,Guelph,Guelph,Liberal,Chamberlain,Brenda,
35027,Guelph,Guelph,Marxist-Leninist,Couto,Manuel,
35027,Guelph,Guelph,Christian Heritage,Ellis,Peter,
35027,Guelph,Guelph,Communist,Gilbert,Scott,
35027,Guelph,Guelph,Green,Nagy,Mike,
35028,Haldimand--Norfolk,Haldimand--Norfolk,Christian Heritage,Elgersma,Steven,
35028,Haldimand--Norfolk,Haldimand--Norfolk,Conservative,Finley,Diane,
35028,Haldimand--Norfolk,Haldimand--Norfolk,NDP,Roberts,Valya,
35028,Haldimand--Norfolk,Haldimand--Norfolk,Liberal,Speller,Bob,
35028,Haldimand--Norfolk,Haldimand--Norfolk,Green,Van Nort,Carolyn,
35029,Haliburton--Kawartha Lakes--Brock,Haliburton--Kawartha Lakes--Brock,Conservative,Devolin,Barry,
35029,Haliburton--Kawartha Lakes--Brock,Haliburton--Kawartha Lakes--Brock,Green,Harjula,Andy,
35029,Haliburton--Kawartha Lakes--Brock,Haliburton--Kawartha Lakes--Brock,NDP,MacDermid,Anne,
35029,Haliburton--Kawartha Lakes--Brock,Haliburton--Kawartha Lakes--Brock,Liberal,Walling,Greg,
35030,Halton,Halton,Liberal,Carr,Gary,
35030,Halton,Halton,Green,Grice,Kyle,
35030,Halton,Halton,NDP,Naqvi,Anwar,
35030,Halton,Halton,Conservative,Turner,Garth,
35031,Hamilton Centre,Hamilton-Centre,NDP,Christopherson,David,
35031,Hamilton Centre,Hamilton-Centre,Canadian Action Party,Des Lauriers,Tony,
35031,Hamilton Centre,Hamilton-Centre,Conservative,Hill,Eliot Lewis,
35031,Hamilton Centre,Hamilton-Centre,Green,Livingstone,John,
35031,Hamilton Centre,Hamilton-Centre,Liberal,Mirza,Javid,
35032,Hamilton East--Stoney Creek,Hamilton-Est--Stoney Creek,Communist,Mann,Bob,
35032,Hamilton East--Stoney Creek,Hamilton-Est--Stoney Creek,NDP,Marston,Wayne,
35032,Hamilton East--Stoney Creek,Hamilton-Est--Stoney Creek,Green,Pavlov,Jo,
35032,Hamilton East--Stoney Creek,Hamilton-Est--Stoney Creek,Conservative,Rukavina,Frank,
35032,Hamilton East--Stoney Creek,Hamilton-Est--Stoney Creek,Liberal,Valeri,Tony,
35033,Hamilton Mountain,Hamilton Mountain,NDP,Charlton,Chris,
35033,Hamilton Mountain,Hamilton Mountain,Christian Heritage,Downey,Stephen,
35033,Hamilton Mountain,Hamilton Mountain,Conservative,Graves,Don,
35033,Hamilton Mountain,Hamilton Mountain,Liberal,Kelly,Bill,
35033,Hamilton Mountain,Hamilton Mountain,Marxist-Leninist,Lane,Paul,
35033,Hamilton Mountain,Hamilton Mountain,Green,Wadsworth,Susan,
35034,Huron--Bruce,Huron--Bruce,Christian Heritage,Joslin,Dave,
35034,Huron--Bruce,Huron--Bruce,Conservative,Lobb,Ben,
35034,Huron--Bruce,Huron--Bruce,NDP,Robertson,Grant,
35034,Huron--Bruce,Huron--Bruce,Green,Serda,Victoria,
35034,Huron--Bruce,Huron--Bruce,Liberal,Steckle,Paul,
35034,Huron--Bruce,Huron--Bruce,Independent,Valenta,Dennis,
35035,Kenora,Kenora,NDP,Barclay,Susan,
35035,Kenora,Kenora,Conservative,Brown,Bill,
35035,Kenora,Kenora,Liberal,Valley,Roger,
35035,Kenora,Kenora,Green,Vasey,Dave,
35036,Kingston and the Islands,Kingston et les Îles,Conservative,Grimshaw,Lou,
35036,Kingston and the Islands,Kingston et les Îles,NDP,Hutchison,Rob,
35036,Kingston and the Islands,Kingston et les Îles,Liberal,Milliken,Peter,
35036,Kingston and the Islands,Kingston et les Îles,Canadian Action Party,Rogers,Don,
35036,Kingston and the Islands,Kingston et les Îles,Independent,Walker,Karl Eric,
35036,Kingston and the Islands,Kingston et les Îles,Green,Walton,Eric,
35037,Kitchener Centre,Kitchener-Centre,Conservative,Cage,Steven,
35037,Kitchener Centre,Kitchener-Centre,Green,Maas,Tony,
35037,Kitchener Centre,Kitchener-Centre,Liberal,Redman,Karen,
35037,Kitchener Centre,Kitchener-Centre,Communist,Suter,Martin,
35037,Kitchener Centre,Kitchener-Centre,NDP,Walsh-Bowers,Richard,
35038,Kitchener--Conestoga,Kitchener--Conestoga,Conservative,Albrecht,Harold Glenn,
35038,Kitchener--Conestoga,Kitchener--Conestoga,NDP,Carter,Len,
35038,Kitchener--Conestoga,Kitchener--Conestoga,Liberal,Myers,Lynn,
35038,Kitchener--Conestoga,Kitchener--Conestoga,Green,Stapleton,Kristine Yvonne,
35039,Kitchener--Waterloo,Kitchener--Waterloo,Marxist-Leninist,Ichim,Julian,
35039,Kitchener--Waterloo,Kitchener--Waterloo,NDP,Laryea,Edwin,
35039,Kitchener--Waterloo,Kitchener--Waterloo,Conservative,Mandur,Ajmer,
35039,Kitchener--Waterloo,Kitchener--Waterloo,Independent,Mihalcea,Ciprian,
35039,Kitchener--Waterloo,Kitchener--Waterloo,Green,Richards,Pauline,
35039,Kitchener--Waterloo,Kitchener--Waterloo,Liberal,Telegdi,Andrew,
35040,Lanark--Frontenac--Lennox and Addington,Lanark--Frontenac--Lennox and Addington,Canadian Action Party,Ackerman,Jerry,
35040,Lanark--Frontenac--Lennox and Addington,Lanark--Frontenac--Lennox and Addington,Progressive Canadian Party,Bogaerts,Jeffrey,
35040,Lanark--Frontenac--Lennox and Addington,Lanark--Frontenac--Lennox and Addington,NDP,Forsey,Helen,
35040,Lanark--Frontenac--Lennox and Addington,Lanark--Frontenac--Lennox and Addington,Green,Nickerson,Mike,
35040,Lanark--Frontenac--Lennox and Addington,Lanark--Frontenac--Lennox and Addington,Marijuana Party,Rathwell,Ernest,
35040,Lanark--Frontenac--Lennox and Addington,Lanark--Frontenac--Lennox and Addington,Conservative,Reid,Scott,
35040,Lanark--Frontenac--Lennox and Addington,Lanark--Frontenac--Lennox and Addington,Liberal,Turner,Geoff,
35041,Leeds--Grenville,Leeds--Grenville,NDP,Armstrong,Steve,
35041,Leeds--Grenville,Leeds--Grenville,Conservative,Brown,Gord,
35041,Leeds--Grenville,Leeds--Grenville,Liberal,Eaton,Bob,
35041,Leeds--Grenville,Leeds--Grenville,Green,Lee,David,
35042,London--Fanshawe,London--Fanshawe,Conservative,Mailer,Dan,
35042,London--Fanshawe,London--Fanshawe,NDP,Mathyssen,Irene,
35042,London--Fanshawe,London--Fanshawe,Green,McLaughlin,David,
35042,London--Fanshawe,London--Fanshawe,Liberal,Pearson,Glen Douglas,
35043,London North Centre,London-Centre-Nord,Liberal,Fontana,Joe,
35043,London North Centre,London-Centre-Nord,NDP,Maynard,Stephen,
35043,London North Centre,London-Centre-Nord,Conservative,Mazzilli,John,
35043,London North Centre,London-Centre-Nord,Marxist-Leninist,Mondaca,Margaret,
35043,London North Centre,London-Centre-Nord,Progressive Canadian Party,Morley,Rod,
35043,London North Centre,London-Centre-Nord,Green,Smith,Stuart,
35044,London West,London-Ouest,NDP,Barber,Gina,
35044,London West,London-Ouest,Liberal,Barnes,Sue,
35044,London West,London-Ouest,Conservative,Gretzky,Al,
35044,London West,London-Ouest,Progressive Canadian Party,Hunter,Steve,
35044,London West,London-Ouest,Green,Jarabek,Monica,
35044,London West,London-Ouest,Marxist-Leninist,Villamizar,Margaret,
35045,Markham--Unionville,Markham--Unionville,Progressive Canadian Party,Choudhary,Fayaz,
35045,Markham--Unionville,Markham--Unionville,Independent,Dua,Partap,
35045,Markham--Unionville,Markham--Unionville,NDP,Hagan,Janice,
35045,Markham--Unionville,Markham--Unionville,Conservative,Li,Joe,
35045,Markham--Unionville,Markham--Unionville,Liberal,McCallum,John,
35045,Markham--Unionville,Markham--Unionville,Green,Weese,Wesley,
35046,Lambton--Kent--Middlesex,Lambton--Kent--Middlesex,NDP,Blake,Kevin,
35046,Lambton--Kent--Middlesex,Lambton--Kent--Middlesex,Christian Heritage,Janssens,Mike,
35046,Lambton--Kent--Middlesex,Lambton--Kent--Middlesex,Green,Johnston,Jim,
35046,Lambton--Kent--Middlesex,Lambton--Kent--Middlesex,Conservative,Shipley,Bev,
35046,Lambton--Kent--Middlesex,Lambton--Kent--Middlesex,Liberal,Wesley,Jeff,
35047,Mississauga--Brampton South,Mississauga--Brampton-Sud,Liberal,Bains,Navdeep,
35047,Mississauga--Brampton South,Mississauga--Brampton-Sud,NDP,Balkissoon,Nirvan,
35047,Mississauga--Brampton South,Mississauga--Brampton-Sud,Conservative,Sangha,Arnjeet,
35047,Mississauga--Brampton South,Mississauga--Brampton-Sud,Marxist-Leninist,Sullivan,Tim,
35047,Mississauga--Brampton South,Mississauga--Brampton-Sud,Green,Yogaretnam,Grace,
35048,Mississauga East--Cooksville,Mississauga-Est--Cooksville,Marxist-Leninist,Chénier,Pierre,
35048,Mississauga East--Cooksville,Mississauga-Est--Cooksville,Conservative,DeFaria,Carl,
35048,Mississauga East--Cooksville,Mississauga-Est--Cooksville,Independent,Elrofaie,Mohamed,
35048,Mississauga East--Cooksville,Mississauga-Est--Cooksville,NDP,Gill,Jim,
35048,Mississauga East--Cooksville,Mississauga-Est--Cooksville,Liberal,Guarnieri,Albina,
35048,Mississauga East--Cooksville,Mississauga-Est--Cooksville,Green,Pietro,Richard,
35048,Mississauga East--Cooksville,Mississauga-Est--Cooksville,Christian Heritage,Wong,Sally,
35049,Mississauga--Erindale,Mississauga--Erindale,Liberal,Alghabra,Omar,
35049,Mississauga--Erindale,Mississauga--Erindale,Independent,Amyotte,Ronnie,
35049,Mississauga--Erindale,Mississauga--Erindale,NDP,Brar,Rupinder,
35049,Mississauga--Erindale,Mississauga--Erindale,Conservative,Dechert,Bob,
35049,Mississauga--Erindale,Mississauga--Erindale,Green,Hunter,Adam,
35050,Mississauga South,Mississauga-Sud,NDP,de Pelham,Mark,
35050,Mississauga South,Mississauga-Sud,Conservative,Green,Phil,
35050,Mississauga South,Mississauga-Sud,Canadian Action Party,McMurray,Paul D.J.,
35050,Mississauga South,Mississauga-Sud,Marxist-Leninist,Sullivan,Dagmar,
35050,Mississauga South,Mississauga-Sud,Liberal,Szabo,Paul,
35050,Mississauga South,Mississauga-Sud,Green,Tarry,Brendan,
35051,Mississauga--Streetsville,Mississauga--Streetsville,NDP,Caron,James,
35051,Mississauga--Streetsville,Mississauga--Streetsville,Green,Casanova,Otto,
35051,Mississauga--Streetsville,Mississauga--Streetsville,Progressive Canadian Party,Creighton,Peter,
35051,Mississauga--Streetsville,Mississauga--Streetsville,Conservative,Gill,Raminder,
35051,Mississauga--Streetsville,Mississauga--Streetsville,Liberal,Khan,Wajid,
35052,Nepean--Carleton,Nepean--Carleton,Green,Gadzala,Lori,
35052,Nepean--Carleton,Nepean--Carleton,Liberal,Gaffney,Michael,
35052,Nepean--Carleton,Nepean--Carleton,NDP,Gibbons,Laurel,
35052,Nepean--Carleton,Nepean--Carleton,Conservative,Poilievre,Pierre,
35053,Newmarket--Aurora,Newmarket--Aurora,Progressive Canadian Party,Baxter,Dorian,
35053,Newmarket--Aurora,Newmarket--Aurora,Conservative,Brown,Lois,
35053,Newmarket--Aurora,Newmarket--Aurora,NDP,Chudak,Ed,
35053,Newmarket--Aurora,Newmarket--Aurora,Green,Hubbers,Glenn,
35053,Newmarket--Aurora,Newmarket--Aurora,Canadian Action Party,Maloney,Peter,
35053,Newmarket--Aurora,Newmarket--Aurora,Liberal,Stronach,Belinda,
35054,Niagara Falls,Niagara Falls,Liberal,Burroughs,Gary,
35054,Niagara Falls,Niagara Falls,NDP,Gates,Wayne,
35054,Niagara Falls,Niagara Falls,Green,Green,Kay,
35054,Niagara Falls,Niagara Falls,Conservative,Nicholson,Rob,
35055,Niagara West--Glanbrook,Niagara-Ouest--Glanbrook,Conservative,Allison,Dean,
35055,Niagara West--Glanbrook,Niagara-Ouest--Glanbrook,Christian Heritage,Bylsma,David W.,
35055,Niagara West--Glanbrook,Niagara-Ouest--Glanbrook,Liberal,Carter,Heather,
35055,Niagara West--Glanbrook,Niagara-Ouest--Glanbrook,Green,Ferguson,Tom,
35055,Niagara West--Glanbrook,Niagara-Ouest--Glanbrook,NDP,Heatley,Dave,
35056,Nickel Belt,Nickel Belt,Liberal,Bonin,Raymond,
35056,Nickel Belt,Nickel Belt,Marijuana Party,Ethier,Michel D.,
35056,Nickel Belt,Nickel Belt,NDP,Gravelle,Claude,
35056,Nickel Belt,Nickel Belt,Green,McAllister,Mark,
35056,Nickel Belt,Nickel Belt,Progressive Canadian Party,Péron,Mathieu,
35056,Nickel Belt,Nickel Belt,Marxist-Leninist,Rutchinski,Steve,
35056,Nickel Belt,Nickel Belt,Conservative,Schwartzentruber,Margaret,
35057,Nipissing--Timiskaming,Nipissing--Timiskaming,Conservative,Chirico,Peter,
35057,Nipissing--Timiskaming,Nipissing--Timiskaming,NDP,Fluri,Dave,
35057,Nipissing--Timiskaming,Nipissing--Timiskaming,Green,Purdy,Meg,
35057,Nipissing--Timiskaming,Nipissing--Timiskaming,Liberal,Rota,Anthony,
35058,Northumberland--Quinte West,Northumberland--Quinte West,NDP,Christianson,Russ,
35058,Northumberland--Quinte West,Northumberland--Quinte West,Green,Lawson,Patricia,
35058,Northumberland--Quinte West,Northumberland--Quinte West,Liberal,Macklin,Paul,
35058,Northumberland--Quinte West,Northumberland--Quinte West,Conservative,Norlock,Rick,
35059,Oak Ridges--Markham,Oak Ridges--Markham,Green,Armes,Steve,
35059,Oak Ridges--Markham,Oak Ridges--Markham,Conservative,Callow,Bob,
35059,Oak Ridges--Markham,Oak Ridges--Markham,NDP,Courtot,Pamela,
35059,Oak Ridges--Markham,Oak Ridges--Markham,Liberal,Temelkovski,Lui,
35060,Oakville,Oakville,NDP,Agrell,Tina,
35060,Oakville,Oakville,Liberal,Brown,M. A. Bonnie,
35060,Oakville,Oakville,Green,Domsy,Laura,
35060,Oakville,Oakville,Conservative,Young,Terence,
35061,Oshawa,Oshawa,Conservative,Carrie,Colin,
35061,Oshawa,Oshawa,Marxist-Leninist,Gershuny,David,
35061,Oshawa,Oshawa,Green,Jobse,Adam,
35061,Oshawa,Oshawa,Liberal,Parkes,Louise,
35061,Oshawa,Oshawa,NDP,Ryan,Sid,
35062,Ottawa Centre,Ottawa-Centre,Marijuana Party,Akpata,John Andrew,
35062,Ottawa Centre,Ottawa-Centre,Green,Chernushenko,David,
35062,Ottawa Centre,Ottawa-Centre,NDP,Dewar,Paul,
35062,Ottawa Centre,Ottawa-Centre,Conservative,Fountain,Keith,
35062,Ottawa Centre,Ottawa-Centre,Marxist-Leninist,Legeais,Christian,
35062,Ottawa Centre,Ottawa-Centre,Liberal,Mahoney,Richard,
35062,Ottawa Centre,Ottawa-Centre,Communist,Ryan,Stuart,
35062,Ottawa Centre,Ottawa-Centre,Independent,Syed,Anwar,
35063,Ottawa--Orléans,Ottawa--Orléans,Conservative,Galipeau,Royal,
35063,Ottawa--Orléans,Ottawa--Orléans,Liberal,Godbout,Marc,
35063,Ottawa--Orléans,Ottawa--Orléans,NDP,Leahy,Mark Andrew,
35063,Ottawa--Orléans,Ottawa--Orléans,Independent,Saint-Yves,Alain,
35063,Ottawa--Orléans,Ottawa--Orléans,Green,Samplonius,Sarah,
35064,Ottawa South,Ottawa-Sud,Conservative,Cutler,Allan,
35064,Ottawa South,Ottawa-Sud,Green,Ford,John,
35064,Ottawa South,Ottawa-Sud,Liberal,McGuinty,David,
35064,Ottawa South,Ottawa-Sud,NDP,Sader,Henri,
35064,Ottawa South,Ottawa-Sud,Progressive Canadian Party,Thomson,Brad,
35065,Ottawa--Vanier,Ottawa--Vanier,Liberal,Bélanger,Mauril,
35065,Ottawa--Vanier,Ottawa--Vanier,Conservative,Benoit,Paul,
35065,Ottawa--Vanier,Ottawa--Vanier,NDP,Dagenais,Ric,
35065,Ottawa--Vanier,Ottawa--Vanier,Marxist-Leninist,Legeais,Alexandre,
35065,Ottawa--Vanier,Ottawa--Vanier,Progressive Canadian Party,Parsons,James C.,
35065,Ottawa--Vanier,Ottawa--Vanier,Green,Thierrin,Raphaël,
35066,Ottawa West--Nepean,Ottawa-Ouest--Nepean,Green,Adair,Neil,
35066,Ottawa West--Nepean,Ottawa-Ouest--Nepean,Conservative,Baird,John,
35066,Ottawa West--Nepean,Ottawa-Ouest--Nepean,Canadian Action Party,Bens,Randy,
35066,Ottawa West--Nepean,Ottawa-Ouest--Nepean,Liberal,Farnworth,Lee,
35066,Ottawa West--Nepean,Ottawa-Ouest--Nepean,Independent,Pacheco,John,
35066,Ottawa West--Nepean,Ottawa-Ouest--Nepean,NDP,Rivier,Marlene,
35067,Oxford,Oxford,Marijuana Party,Bender,James,
35067,Oxford,Oxford,NDP,Kunschner,Zoé,
35067,Oxford,Oxford,Conservative,MacKenzie,Dave,
35067,Oxford,Oxford,Christian Heritage,Markus,John,
35067,Oxford,Oxford,Liberal,Mordue,Greig,
35067,Oxford,Oxford,Libertarian,Sargent,Kaye,
35067,Oxford,Oxford,Green,Sykes,Ronnee,
35068,Parkdale--High Park,Parkdale--High Park,No Affiliation,Bernardo,Beverly,
35068,Parkdale--High Park,Parkdale--High Park,Liberal,Bulte,Sarmite Sam,
35068,Parkdale--High Park,Parkdale--High Park,Marxist-Leninist,Gershuny,Lorne,
35068,Parkdale--High Park,Parkdale--High Park,Conservative,Klufas,Jurij,
35068,Parkdale--High Park,Parkdale--High Park,NDP,Nash,Peggy,
35068,Parkdale--High Park,Parkdale--High Park,Marijuana Party,Parker,Terry,
35068,Parkdale--High Park,Parkdale--High Park,Green,Rishchynski,Robert L.,
35069,Parry Sound--Muskoka,Parry Sound--Muskoka,NDP,Boulding,Jo-Anne,
35069,Parry Sound--Muskoka,Parry Sound--Muskoka,Conservative,Clement,Tony,
35069,Parry Sound--Muskoka,Parry Sound--Muskoka,Green,Hodgson,Glen,
35069,Parry Sound--Muskoka,Parry Sound--Muskoka,Liberal,Mitchell,Andy,
35070,Perth--Wellington,Perth--Wellington,Green,Cowling,John Day,
35070,Perth--Wellington,Perth--Wellington,Liberal,Cunningham,David,
35070,Perth--Wellington,Perth--Wellington,Christian Heritage,DeVries,Irma,
35070,Perth--Wellington,Perth--Wellington,NDP,Dinicol,Keith,
35070,Perth--Wellington,Perth--Wellington,Conservative,Schellenberger,Gary,
35071,Peterborough,Peterborough,Independent,Bowers,Bob,
35071,Peterborough,Peterborough,Conservative,Del Mastro,Dean,
35071,Peterborough,Peterborough,Liberal,Lloyd,Diane,
35071,Peterborough,Peterborough,NDP,Slavin,Linda,
35071,Peterborough,Peterborough,Marijuana Party,Wiechula,Aiden,
35071,Peterborough,Peterborough,Green,Wood,Brent,
35072,Pickering--Scarborough East,Pickering--Scarborough-Est,Green,Brownridge,Jeff,
35072,Pickering--Scarborough East,Pickering--Scarborough-Est,NDP,Dale,Gary,
35072,Pickering--Scarborough East,Pickering--Scarborough-Est,Conservative,Dobson,Tim,
35072,Pickering--Scarborough East,Pickering--Scarborough-Est,Independent,Gonsalves,Pedro,
35072,Pickering--Scarborough East,Pickering--Scarborough-Est,Canadian Action Party,Kalevar,Chai,
35072,Pickering--Scarborough East,Pickering--Scarborough-Est,Liberal,McTeague,Dan,
35073,Prince Edward--Hastings,Prince Edward--Hastings,Independent,Hickey,Tim,
35073,Prince Edward--Hastings,Prince Edward--Hastings,Conservative,Kramp,Daryl,
35073,Prince Edward--Hastings,Prince Edward--Hastings,NDP,McMahon,Michael,
35073,Prince Edward--Hastings,Prince Edward--Hastings,Green,Sahadat,Joseph,
35073,Prince Edward--Hastings,Prince Edward--Hastings,Liberal,Vaughan,Bob,
35074,Renfrew--Nipissing--Pembroke,Renfrew--Nipissing--Pembroke,Conservative,Gallant,Cheryl,
35074,Renfrew--Nipissing--Pembroke,Renfrew--Nipissing--Pembroke,Independent,Kelly,Paul,
35074,Renfrew--Nipissing--Pembroke,Renfrew--Nipissing--Pembroke,Liberal,Lindsay,Don,
35074,Renfrew--Nipissing--Pembroke,Renfrew--Nipissing--Pembroke,Green,McLeod,Gordon Scott,
35074,Renfrew--Nipissing--Pembroke,Renfrew--Nipissing--Pembroke,NDP,McSheffrey,Sue,
35075,Richmond Hill,Richmond Hill,Conservative,Di Paola,Joe,
35075,Richmond Hill,Richmond Hill,NDP,Dowsett,Wess,
35075,Richmond Hill,Richmond Hill,Green,Rudkins,Tim,
35075,Richmond Hill,Richmond Hill,Liberal,Wilfert,Bryon,
35076,St. Catharines,St. Catharines,NDP,Burch,Jeff,
35076,St. Catharines,St. Catharines,Christian Heritage,Bylsma,Bill,
35076,St. Catharines,St. Catharines,Marxist-Leninist,Couto,Elaine,
35076,St. Catharines,St. Catharines,Conservative,Dykstra,Rick,
35076,St. Catharines,St. Catharines,Green,Fannon,Jim,
35076,St. Catharines,St. Catharines,Liberal,Lastewka,Walt,
35077,St. Paul's,St. Paul's,Liberal,Bennett,Carolyn,
35077,St. Paul's,St. Paul's,Green,Farmer,Kevin,
35077,St. Paul's,St. Paul's,Conservative,Kent,Peter,
35077,St. Paul's,St. Paul's,NDP,Summerville,Paul,
35078,Sarnia--Lambton,Sarnia--Lambton,NDP,Agar,Greg,
35078,Sarnia--Lambton,Sarnia--Lambton,Conservative,Davidson,Pat,
35078,Sarnia--Lambton,Sarnia--Lambton,Christian Heritage,De Boer,Gary,
35078,Sarnia--Lambton,Sarnia--Lambton,Independent,Elliott,John,
35078,Sarnia--Lambton,Sarnia--Lambton,Liberal,Gallaway,Roger,
35078,Sarnia--Lambton,Sarnia--Lambton,Green,Jacobs,Mike,
35079,Sault Ste. Marie,Sault Ste. Marie,First Peoples National,Dumas,Guy,
35079,Sault Ste. Marie,Sault Ste. Marie,NDP,Martin,Tony,
35079,Sault Ste. Marie,Sault Ste. Marie,Liberal,Provenzano,Christian,
35079,Sault Ste. Marie,Sault Ste. Marie,Marxist-Leninist,Taffarel,Mike,
35079,Sault Ste. Marie,Sault Ste. Marie,Green,Viitala,Mark,
35079,Sault Ste. Marie,Sault Ste. Marie,Conservative,Walker,Ken,
35080,Scarborough--Agincourt,Scarborough--Agincourt,Liberal,Karygiannis,Jim,
35080,Scarborough--Agincourt,Scarborough--Agincourt,Green,Maple,Casey,
35080,Scarborough--Agincourt,Scarborough--Agincourt,Conservative,Redwood,Bill,
35080,Scarborough--Agincourt,Scarborough--Agincourt,NDP,Robertson,David,
35081,Scarborough Centre,Scarborough-Centre,Liberal,Cannis,John,
35081,Scarborough Centre,Scarborough-Centre,Conservative,James,Roxanne,
35081,Scarborough Centre,Scarborough-Centre,NDP,Laxton,Dorothy,
35081,Scarborough Centre,Scarborough-Centre,Green,Strachan,Andrew,
35082,Scarborough--Guildwood,Scarborough--Guildwood,Conservative,Browes,Pauline,
35082,Scarborough--Guildwood,Scarborough--Guildwood,NDP,Campbell,Peter,
35082,Scarborough--Guildwood,Scarborough--Guildwood,Green,Flanagan,Mike,
35082,Scarborough--Guildwood,Scarborough--Guildwood,Independent,Khan,Farooq,
35082,Scarborough--Guildwood,Scarborough--Guildwood,Liberal,McKay,John,
35082,Scarborough--Guildwood,Scarborough--Guildwood,Independent,Thomas,Andrew C.,
35082,Scarborough--Guildwood,Scarborough--Guildwood,Canadian Action Party,Thompson,Brenda,
35083,Scarborough--Rouge River,Scarborough--Rouge River,Green,Abbat,Serge,
35083,Scarborough--Rouge River,Scarborough--Rouge River,Conservative,Bance,Jerry,
35083,Scarborough--Rouge River,Scarborough--Rouge River,NDP,Brett,Andrew,
35083,Scarborough--Rouge River,Scarborough--Rouge River,Independent,Khan,Yaqoob,
35083,Scarborough--Rouge River,Scarborough--Rouge River,Liberal,Lee,Derek,
35083,Scarborough--Rouge River,Scarborough--Rouge River,Libertarian,Mercer,Alan,
35084,Scarborough Southwest,Scarborough-Sud-Ouest,NDP,Harris,Dan,
35084,Scarborough Southwest,Scarborough-Sud-Ouest,Green,Philip,Valery,
35084,Scarborough Southwest,Scarborough-Sud-Ouest,Communist,Rowley,Elizabeth,
35084,Scarborough Southwest,Scarborough-Sud-Ouest,Independent,Sutton,Trevor,
