district_code,district_name_english,district_name_french,party,candidate_last,candidate_first
35023,Etobicoke--Lakeshore,Etobicoke--Lakeshore,NDP,McHugh-Russell,Liam
35023,Etobicoke--Lakeshore,Etobicoke--Lakeshore,Marxist-Leninist,Murray,Janice
35024,Etobicoke North,Etobicoke-Nord,Green,Barriffe,Nigel
35024,Etobicoke North,Etobicoke-Nord,Marxist-Leninist,Di Carlo,Anna
35024,Etobicoke North,Etobicoke-Nord,Liberal,Duncan,Kirsty
35024,Etobicoke North,Etobicoke-Nord,NDP,Naqvi,Ali
35024,Etobicoke North,Etobicoke-Nord,Conservative,Saroya,Bob
35025,Glengarry--Prescott--Russell,Glengarry--Prescott--Russell,Liberal,Boudria,Dan
35025,Glengarry--Prescott--Russell,Glengarry--Prescott--Russell,NDP,Caron,Jean-Sébastien
35025,Glengarry--Prescott--Russell,Glengarry--Prescott--Russell,Conservative,Lemieux,Pierre
35025,Glengarry--Prescott--Russell,Glengarry--Prescott--Russell,Green,Lemieux,Sylvie
35026,Bruce--Grey--Owen Sound,Bruce--Grey--Owen Sound,Green,Hibma,Dick
35026,Bruce--Grey--Owen Sound,Bruce--Grey--Owen Sound,Christian Heritage,Kidd,Joel
35026,Bruce--Grey--Owen Sound,Bruce--Grey--Owen Sound,NDP,McIllwraith,Jill
35026,Bruce--Grey--Owen Sound,Bruce--Grey--Owen Sound,Conservative,Miller,Larry
35026,Bruce--Grey--Owen Sound,Bruce--Grey--Owen Sound,Liberal,Noble,Thom
35027,Guelph,Guelph,Libertarian,Bender,Philip
35027,Guelph,Guelph,Marxist-Leninist,Couto,Manuel
35027,Guelph,Guelph,Communist,Garvie,Drew
35027,Guelph,Guelph,NDP,King,Tom
35027,Guelph,Guelph,Marijuana,Klevering,Kornelis
35027,Guelph,Guelph,Conservative,Kovach,Gloria
35027,Guelph,Guelph,Animal Alliance Environment Voters,Levenson,Karen
35027,Guelph,Guelph,Green,Nagy,Mike
35027,Guelph,Guelph,Independent,Turmel,John
35027,Guelph,Guelph,Liberal,Valeriote,Frank
35028,Haldimand--Norfolk,Haldimand--Norfolk,Christian Heritage,Elgersma,Steven
35028,Haldimand--Norfolk,Haldimand--Norfolk,Conservative,Finley,Diane
35028,Haldimand--Norfolk,Haldimand--Norfolk,Liberal,Hoskins,Eric
35028,Haldimand--Norfolk,Haldimand--Norfolk,Green,Johnston,Stephana
35028,Haldimand--Norfolk,Haldimand--Norfolk,Independent,McHale,Gary
35028,Haldimand--Norfolk,Haldimand--Norfolk,NDP,Nichols,Ian
35029,Haliburton--Kawartha Lakes--Brock,Haliburton--Kawartha Lakes--Brock,Green,Bell,Michael
35029,Haliburton--Kawartha Lakes--Brock,Haliburton--Kawartha Lakes--Brock,Conservative,Devolin,Barry
35029,Haliburton--Kawartha Lakes--Brock,Haliburton--Kawartha Lakes--Brock,Christian Heritage,Switzer,Dave
35029,Haliburton--Kawartha Lakes--Brock,Haliburton--Kawartha Lakes--Brock,Liberal,White,Marlene
35029,Haliburton--Kawartha Lakes--Brock,Haliburton--Kawartha Lakes--Brock,NDP,Yardy,Stephen
35030,Halton,Halton,Green,Collard,Amy
35030,Halton,Halton,Conservative,Raitt,Lisa
35030,Halton,Halton,Christian Heritage,Rodrigues,Tony
35030,Halton,Halton,Liberal,Turner,Garth
35030,Halton,Halton,NDP,Wagner,Rob
35031,Hamilton Centre,Hamilton-Centre,NDP,Christopherson,David
35031,Hamilton Centre,Hamilton-Centre,Libertarian,Giles,Anthony
35031,Hamilton Centre,Hamilton-Centre,Green,Livingstone,John
35031,Hamilton Centre,Hamilton-Centre,Marxist-Leninist,Nussey,Lisa
35031,Hamilton Centre,Hamilton-Centre,Conservative,O'Connor,Leon
35031,Hamilton Centre,Hamilton-Centre,Communist,Sparrow,Ryan
35031,Hamilton Centre,Hamilton-Centre,Liberal,Wilson,Helen M.
35032,Hamilton East--Stoney Creek,Hamilton-Est--Stoney Creek,Independent,Cino,Sam
35032,Hamilton East--Stoney Creek,Hamilton-Est--Stoney Creek,Liberal,Di Ianni,Larry
35032,Hamilton East--Stoney Creek,Hamilton-Est--Stoney Creek,Green,Hart Dyke,David William
35032,Hamilton East--Stoney Creek,Hamilton-Est--Stoney Creek,Progressive Canadian,Hill,Gord
35032,Hamilton East--Stoney Creek,Hamilton-Est--Stoney Creek,NDP,Marston,Wayne
35032,Hamilton East--Stoney Creek,Hamilton-Est--Stoney Creek,Conservative,Rukavina,Frank
35033,Hamilton Mountain,Hamilton Mountain,Conservative,Anderson,Terry
35033,Hamilton Mountain,Hamilton Mountain,Liberal,Banham,Tyler
35033,Hamilton Mountain,Hamilton Mountain,Green,Brotherston,Stephen
35033,Hamilton Mountain,Hamilton Mountain,NDP,Charlton,Chris
35034,Huron--Bruce,Huron--Bruce,Christian Heritage,Joslin,Dave
35034,Huron--Bruce,Huron--Bruce,Conservative,Lobb,Ben
35034,Huron--Bruce,Huron--Bruce,Liberal,McClinchey,Greg
35034,Huron--Bruce,Huron--Bruce,NDP,McQuail,Tony
35034,Huron--Bruce,Huron--Bruce,Green,Smith,Glen
35034,Huron--Bruce,Huron--Bruce,Independent,Valenta,Dennis
35035,Kenora,Kenora,NDP,Cameron,Tania
35035,Kenora,Kenora,Green,Holiday,JoJo
35035,Kenora,Kenora,Conservative,Rickford,Greg
35035,Kenora,Kenora,Liberal,Valley,Roger
35036,Kingston and the Islands,Kingston et les Îles,Conservative,Abrams,Brian
35036,Kingston and the Islands,Kingston et les Îles,NDP,Downes,Rick
35036,Kingston and the Islands,Kingston et les Îles,Liberal,Milliken,Peter
35036,Kingston and the Islands,Kingston et les Îles,Green,Walton,Eric
35037,Kitchener Centre,Kitchener-Centre,Green,Bithell,John
35037,Kitchener Centre,Kitchener-Centre,NDP,Cole-Arnal,Oz
35037,Kitchener Centre,Kitchener-Centre,Independent,Lamka,Amanda
35037,Kitchener Centre,Kitchener-Centre,Liberal,Redman,Karen
35037,Kitchener Centre,Kitchener-Centre,Communist,Suter,Martin
35037,Kitchener Centre,Kitchener-Centre,Conservative,Woodworth,Stephen
35038,Kitchener--Conestoga,Kitchener--Conestoga,Conservative,Albrecht,Harold
35038,Kitchener--Conestoga,Kitchener--Conestoga,Liberal,Da Silva,Orlando
35038,Kitchener--Conestoga,Kitchener--Conestoga,Green,Kropf,Jamie
35038,Kitchener--Conestoga,Kitchener--Conestoga,NDP,McNeil,Rod
35039,Kitchener--Waterloo,Kitchener--Waterloo,Conservative,Braid,Peter
35039,Kitchener--Waterloo,Kitchener--Waterloo,Independent,Corbiere,Mark
35039,Kitchener--Waterloo,Kitchener--Waterloo,Libertarian,Cousineau,Jason
35039,Kitchener--Waterloo,Kitchener--Waterloo,Canadian Action,Huntingdon,Kyle James
35039,Kitchener--Waterloo,Kitchener--Waterloo,NDP,Jacobsen,Cindy
35039,Kitchener--Waterloo,Kitchener--Waterloo,Green,MacLellan,Cathy
35039,Kitchener--Waterloo,Kitchener--Waterloo,Communist,Portillo,Ramon
35039,Kitchener--Waterloo,Kitchener--Waterloo,Liberal,Telegdi,Andrew
35040,Lanark--Frontenac--Lennox and Addington,Lanark--Frontenac--Lennox and Addington,Marijuana,Rathwell,Ernest Oliver
35040,Lanark--Frontenac--Lennox and Addington,Lanark--Frontenac--Lennox and Addington,Conservative,Reid,Scott
35040,Lanark--Frontenac--Lennox and Addington,Lanark--Frontenac--Lennox and Addington,Liberal,Remington,David
35040,Lanark--Frontenac--Lennox and Addington,Lanark--Frontenac--Lennox and Addington,Green,Walker,Chris
35040,Lanark--Frontenac--Lennox and Addington,Lanark--Frontenac--Lennox and Addington,NDP,Willard,Sandra
35041,Leeds--Grenville,Leeds--Grenville,NDP,Armstrong,Steve
35041,Leeds--Grenville,Leeds--Grenville,Conservative,Brown,Gord
35041,Leeds--Grenville,Leeds--Grenville,Liberal,Loveys,Marjory
35041,Leeds--Grenville,Leeds--Grenville,Progressive Canadian,McCrea,John
35041,Leeds--Grenville,Leeds--Grenville,Green,Warnock,Jeanie
35042,London--Fanshawe,London--Fanshawe,Conservative,Ambrogio,Mary Lou
35042,London--Fanshawe,London--Fanshawe,Liberal,Gauthier,Jacquie
35042,London--Fanshawe,London--Fanshawe,NDP,Mathyssen,Irene
35042,London--Fanshawe,London--Fanshawe,Green,O'Neail,Daniel
35042,London--Fanshawe,London--Fanshawe,Christian Heritage,Vanderhoeven,Leonard
35043,London North Centre,London-Centre-Nord,Green,Hodge,Mary Ann
35043,London North Centre,London-Centre-Nord,NDP,Holmes,Steve
35043,London North Centre,London-Centre-Nord,Liberal,Pearson,Glen
35043,London North Centre,London-Centre-Nord,Conservative,Van Meerbergen,Paul
35044,London West,London-Ouest,Liberal,Barnes,Sue
35044,London West,London-Ouest,Christian Heritage,Bartley,Leslie
35044,London West,London-Ouest,NDP,Ferguson,Peter Lawrence
35044,London West,London-Ouest,Conservative,Holder,Ed
35044,London West,London-Ouest,Progressive Canadian,Hunter,Steve
35044,London West,London-Ouest,Green,Jarabek,Monica
35045,Markham--Unionville,Markham--Unionville,Green,Aitken,Leonard
35045,Markham--Unionville,Markham--Unionville,Conservative,Fletcher,Duncan
35045,Markham--Unionville,Markham--Unionville,NDP,Hawkins,Nadine
35045,Markham--Unionville,Markham--Unionville,Liberal,McCallum,John
35045,Markham--Unionville,Markham--Unionville,Libertarian,Small,Allen
35046,Lambton--Kent--Middlesex,Lambton--Kent--Middlesex,NDP,Hill,Joe
35046,Lambton--Kent--Middlesex,Lambton--Kent--Middlesex,Christian Heritage,Janssens,Micheal
35046,Lambton--Kent--Middlesex,Lambton--Kent--Middlesex,Green,Johnston,Jim
35046,Lambton--Kent--Middlesex,Lambton--Kent--Middlesex,Conservative,Shipley,Bev
35046,Lambton--Kent--Middlesex,Lambton--Kent--Middlesex,Liberal,Wesley,Jeff
35047,Mississauga--Brampton South,Mississauga--Brampton-Sud,Conservative,Ataullahjan,Salma
35047,Mississauga--Brampton South,Mississauga--Brampton-Sud,Liberal,Bains,Navdeep
35047,Mississauga--Brampton South,Mississauga--Brampton-Sud,NDP,Pandher,Karan
35047,Mississauga--Brampton South,Mississauga--Brampton-Sud,Marxist-Leninist,Sullivan,Tim
35047,Mississauga--Brampton South,Mississauga--Brampton-Sud,Green,Yogaretnam,Grace
35048,Mississauga East--Cooksville,Mississauga-Est--Cooksville,NDP,Balasunderam,Satish
35048,Mississauga East--Cooksville,Mississauga-Est--Cooksville,Conservative,Bhagat,Melissa
35048,Mississauga East--Cooksville,Mississauga-Est--Cooksville,Green,Bhikha,Jaymini
35048,Mississauga East--Cooksville,Mississauga-Est--Cooksville,Marxist-Leninist,Chénier,Pierre
35048,Mississauga East--Cooksville,Mississauga-Est--Cooksville,Liberal,Guarnieri,Albina
35049,Mississauga--Erindale,Mississauga--Erindale,Liberal,Alghabra,Omar
35049,Mississauga--Erindale,Mississauga--Erindale,Conservative,Dechert,Bob
35049,Mississauga--Erindale,Mississauga--Erindale,Green,Pietro,Richard
35049,Mississauga--Erindale,Mississauga--Erindale,NDP,Rizvi,Mustafa
35049,Mississauga--Erindale,Mississauga--Erindale,Marxist-Leninist,Sullivan,Dagmar
35050,Mississauga South,Mississauga-Sud,Conservative,Arrison,Hugh
35050,Mississauga South,Mississauga-Sud,Green,Laushway,Richard
35050,Mississauga South,Mississauga-Sud,Liberal,Szabo,Paul
35050,Mississauga South,Mississauga-Sud,NDP,Turner,Matt
35051,Mississauga--Streetsville,Mississauga--Streetsville,Independent,Bunag,Ralph
35051,Mississauga--Streetsville,Mississauga--Streetsville,Green,Casanova,Otto
35051,Mississauga--Streetsville,Mississauga--Streetsville,Liberal,Crombie,Bonnie
35051,Mississauga--Streetsville,Mississauga--Streetsville,Conservative,Khan,Wajid
35051,Mississauga--Streetsville,Mississauga--Streetsville,NDP,Pinto,Keith
35051,Mississauga--Streetsville,Mississauga--Streetsville,Independent,Spanovic,Viktor
35052,Nepean--Carleton,Nepean--Carleton,NDP,Brown,Phil
35052,Nepean--Carleton,Nepean--Carleton,Green,Gadzala,Lori
35052,Nepean--Carleton,Nepean--Carleton,Liberal,Mahfouz,Ed
35052,Nepean--Carleton,Nepean--Carleton,Conservative,Poilievre,Pierre
35053,Newmarket--Aurora,Newmarket--Aurora,Progressive Canadian,Baxter,Dorian
35053,Newmarket--Aurora,Newmarket--Aurora,Conservative,Brown,Lois
35053,Newmarket--Aurora,Newmarket--Aurora,Green,Hubbers,Glenn
35053,Newmarket--Aurora,Newmarket--Aurora,Liberal,Jones,Tim
35053,Newmarket--Aurora,Newmarket--Aurora,Christian Heritage,Luff,Ray
35053,Newmarket--Aurora,Newmarket--Aurora,NDP,Seaward,Mike
35054,Niagara Falls,Niagara Falls,NDP,Gillespie,Eric
35054,Niagara Falls,Niagara Falls,Liberal,Morocco,Joyce
35054,Niagara Falls,Niagara Falls,Conservative,Nicholson,Rob
35054,Niagara Falls,Niagara Falls,Green,Willick,Shawn
35055,Niagara West--Glanbrook,Niagara-Ouest--Glanbrook,Conservative,Allison,Dean
35055,Niagara West--Glanbrook,Niagara-Ouest--Glanbrook,Christian Heritage,Bylsma,Dave
35055,Niagara West--Glanbrook,Niagara-Ouest--Glanbrook,Liberal,Carter,Heather
35055,Niagara West--Glanbrook,Niagara-Ouest--Glanbrook,Green,Frere,Sid
35055,Niagara West--Glanbrook,Niagara-Ouest--Glanbrook,NDP,Heatley,Dave
35056,Nickel Belt,Nickel Belt,NDP,Gravelle,Claude
35056,Nickel Belt,Nickel Belt,Conservative,McCracken,Ian
35056,Nickel Belt,Nickel Belt,Liberal,Portelance,Louise
35056,Nickel Belt,Nickel Belt,Marxist-Leninist,Rutchinski,Steve
35056,Nickel Belt,Nickel Belt,Green,Twilley,Fred
35056,Nickel Belt,Nickel Belt,Independent,Villeneuve,Yves
35057,Nipissing--Timiskaming,Nipissing--Timiskaming,NDP,Allen,Dianna
35057,Nipissing--Timiskaming,Nipissing--Timiskaming,Green,Bridges,Craig
35057,Nipissing--Timiskaming,Nipissing--Timiskaming,Canadian Action,Moulden,Andrew
35057,Nipissing--Timiskaming,Nipissing--Timiskaming,Liberal,Rota,Anthony
35057,Nipissing--Timiskaming,Nipissing--Timiskaming,Conservative,Sinicrope,Joe
35058,Northumberland--Quinte West,Northumberland--Quinte West,NDP,Christianson,Russ
35058,Northumberland--Quinte West,Northumberland--Quinte West,Liberal,Macklin,Paul
35058,Northumberland--Quinte West,Northumberland--Quinte West,Conservative,Norlock,Rick
35058,Northumberland--Quinte West,Northumberland--Quinte West,Green,Torrie,Ralph
35059,Oak Ridges--Markham,Oak Ridges--Markham,NDP,Arifin,Andy
35059,Oak Ridges--Markham,Oak Ridges--Markham,Conservative,Calandra,Paul
35059,Oak Ridges--Markham,Oak Ridges--Markham,Green,Taylor,Richard
35059,Oak Ridges--Markham,Oak Ridges--Markham,Liberal,Temelkovski,Lui
35060,Oakville,Oakville,NDP,Bilek,Michelle
35060,Oakville,Oakville,Liberal,Brown,M.A. Bonnie
35060,Oakville,Oakville,Green,Poland,Blake
35060,Oakville,Oakville,Conservative,Young,Terence
35061,Oshawa,Oshawa,Conservative,Carrie,Colin
35061,Oshawa,Oshawa,Marxist-Leninist,Gershuny,David
35061,Oshawa,Oshawa,Liberal,Godfrey,Sean
35061,Oshawa,Oshawa,Green,Gostlin,Pat
35061,Oshawa,Oshawa,Canadian Action,Kreider,Alex
35061,Oshawa,Oshawa,NDP,Shields,Mike
35061,Oshawa,Oshawa,Christian Heritage,Vogel,Peter
35062,Ottawa Centre,Ottawa-Centre,Marijuana,Akpata,John Andrew
35062,Ottawa Centre,Ottawa-Centre,Liberal,Collenette,Penny
35062,Ottawa Centre,Ottawa-Centre,NDP,Dewar,Paul
35062,Ottawa Centre,Ottawa-Centre,Green,Hunter,Jen
35062,Ottawa Centre,Ottawa-Centre,Conservative,McGarry,Brian
35062,Ottawa Centre,Ottawa-Centre,Marxist-Leninist,Soublière,Pierre
35063,Ottawa--Orléans,Ottawa--Orléans,Conservative,Galipeau,Royal
35063,Ottawa--Orléans,Ottawa--Orléans,Liberal,Godbout,Marc
35063,Ottawa--Orléans,Ottawa--Orléans,Green,Maillet,Paul
35063,Ottawa--Orléans,Ottawa--Orléans,NDP,O'Dell,Amy
35064,Ottawa South,Ottawa-Sud,Libertarian,Brisson,Jean-Serge
35064,Ottawa South,Ottawa-Sud,NDP,De Sarkar,Hijal
35064,Ottawa South,Ottawa-Sud,Green,Ghanem,Qais
35064,Ottawa South,Ottawa-Sud,Progressive Canadian,Gullon,Al
35064,Ottawa South,Ottawa-Sud,Liberal,McGuinty,David
35064,Ottawa South,Ottawa-Sud,Conservative,Salibi,Elie
35065,Ottawa--Vanier,Ottawa--Vanier,Liberal,Bélanger,Mauril
35065,Ottawa--Vanier,Ottawa--Vanier,Conservative,Glémaud,Patrick
35065,Ottawa--Vanier,Ottawa--Vanier,NDP,Haché,Trevor
35065,Ottawa--Vanier,Ottawa--Vanier,Marxist-Leninist,Legeais,Christian
35065,Ottawa--Vanier,Ottawa--Vanier,Green,Manoussi,Akbar
35065,Ottawa--Vanier,Ottawa--Vanier,Canadian Action,St-Onge,Michel
35065,Ottawa--Vanier,Ottawa--Vanier,Independent,Taylor-Larter,Robert
35066,Ottawa West--Nepean,Ottawa-Ouest--Nepean,Conservative,Baird,John
35066,Ottawa West--Nepean,Ottawa-Ouest--Nepean,Green,Coates,Frances
35066,Ottawa West--Nepean,Ottawa-Ouest--Nepean,Communist,McDonald,Alex
35066,Ottawa West--Nepean,Ottawa-Ouest--Nepean,Independent,Page,David
35066,Ottawa West--Nepean,Ottawa-Ouest--Nepean,Liberal,Pratt,David
35066,Ottawa West--Nepean,Ottawa-Ouest--Nepean,NDP,Rivier,Marlene
35067,Oxford,Oxford,NDP,Abbott,Diane
35067,Oxford,Oxford,Liberal,Dennis,Martha
35067,Oxford,Oxford,Christian Heritage,MacDonald,Shaun
35067,Oxford,Oxford,Conservative,MacKenzie,Dave
35067,Oxford,Oxford,Green,Mott,Cathy
35068,Parkdale--High Park,Parkdale--High Park,Christian Heritage,Borkowski,Andrew
35068,Parkdale--High Park,Parkdale--High Park,Marxist-Leninist,Gershuny,Lorne
35068,Parkdale--High Park,Parkdale--High Park,Liberal,Kennedy,Gerard
35068,Parkdale--High Park,Parkdale--High Park,NDP,Nash,Peggy
35068,Parkdale--High Park,Parkdale--High Park,Marijuana,Parker,Terry
35068,Parkdale--High Park,Parkdale--High Park,Green,Rishchynski,Robert
35068,Parkdale--High Park,Parkdale--High Park,Conservative,Saweczko,Jilian
35069,Parry Sound--Muskoka,Parry Sound--Muskoka,NDP,Boulding,Jo-Anne
35069,Parry Sound--Muskoka,Parry Sound--Muskoka,Conservative,Clement,Tony
35069,Parry Sound--Muskoka,Parry Sound--Muskoka,Green,Hodgson,Glen
35069,Parry Sound--Muskoka,Parry Sound--Muskoka,Liberal,McGarvey,Jamie
35069,Parry Sound--Muskoka,Parry Sound--Muskoka,Independent,Rowland,David
35070,Perth--Wellington,Perth--Wellington,Green,Cowling,John
35070,Perth--Wellington,Perth--Wellington,Christian Heritage,DeVries,Irma
35070,Perth--Wellington,Perth--Wellington,Liberal,Gardiner,Sandra
35070,Perth--Wellington,Perth--Wellington,Marxist-Leninist,Ichim,Julian
35070,Perth--Wellington,Perth--Wellington,NDP,McManus,Kerry
35070,Perth--Wellington,Perth--Wellington,Conservative,Schellenberger,Gary Ralph
35071,Peterborough,Peterborough,Green,Berrigan,Emily
35071,Peterborough,Peterborough,Marxist-Leninist,Couto,Elaine
35071,Peterborough,Peterborough,Conservative,Del Mastro,Dean
35071,Peterborough,Peterborough,Liberal,McGregor,Betsy
35071,Peterborough,Peterborough,NDP,Sharpe,Steve
35072,Pickering--Scarborough East,Pickering--Scarborough-Est,Green,Becevello,Jason
35072,Pickering--Scarborough East,Pickering--Scarborough-Est,Christian Heritage,Chue,Rick
35072,Pickering--Scarborough East,Pickering--Scarborough-Est,Canadian Action,Kalevar,Chai
35072,Pickering--Scarborough East,Pickering--Scarborough-Est,Conservative,Khouri,George
35072,Pickering--Scarborough East,Pickering--Scarborough-Est,Liberal,McTeague,Dan
35072,Pickering--Scarborough East,Pickering--Scarborough-Est,NDP,Moffat,Andrea
35073,Prince Edward--Hastings,Prince Edward--Hastings,Independent,Barnes,Paul
35073,Prince Edward--Hastings,Prince Edward--Hastings,Liberal,Cole,Ken
35073,Prince Edward--Hastings,Prince Edward--Hastings,Green,Coxwell,Alan
35073,Prince Edward--Hastings,Prince Edward--Hastings,Conservative,Kramp,Daryl
35073,Prince Edward--Hastings,Prince Edward--Hastings,NDP,McMahon,Michael
35074,Renfrew--Nipissing--Pembroke,Renfrew--Nipissing--Pembroke,Liberal,Devine,Carole
35074,Renfrew--Nipissing--Pembroke,Renfrew--Nipissing--Pembroke,Independent,Gagné,Denis
35074,Renfrew--Nipissing--Pembroke,Renfrew--Nipissing--Pembroke,Conservative,Gallant,Cheryl
35074,Renfrew--Nipissing--Pembroke,Renfrew--Nipissing--Pembroke,Green,Hoffman,Ben
35074,Renfrew--Nipissing--Pembroke,Renfrew--Nipissing--Pembroke,NDP,McSheffrey,Sue
35075,Richmond Hill,Richmond Hill,NDP,Dowsett,Wess
35075,Richmond Hill,Richmond Hill,Conservative,Leung,Chungsen
35075,Richmond Hill,Richmond Hill,Green,Marando,Dylan
35075,Richmond Hill,Richmond Hill,Liberal,Wilfert,Bryon
35076,St. Catharines,St. Catharines,NDP,Addison,George N.
35076,St. Catharines,St. Catharines,Conservative,Dykstra,Rick
35076,St. Catharines,St. Catharines,Green,Fannon,Jim
35076,St. Catharines,St. Catharines,Communist,Hammond,Sam
35076,St. Catharines,St. Catharines,Liberal,Lastewka,Walt
35077,St. Paul's,St. Paul's,NDP,Agrawal,Anita
35077,St. Paul's,St. Paul's,Liberal,Bennett,Carolyn
35077,St. Paul's,St. Paul's,Green,Erdman,Justin
35077,St. Paul's,St. Paul's,Conservative,Jewell,Heather
35077,St. Paul's,St. Paul's,Libertarian,Kittredge,John
35078,Sarnia--Lambton,Sarnia--Lambton,NDP,Bruziewicz,Andy
35078,Sarnia--Lambton,Sarnia--Lambton,Conservative,Davidson,Pat
35078,Sarnia--Lambton,Sarnia--Lambton,Christian Heritage,Desormeaux-Malm,Christopher
35078,Sarnia--Lambton,Sarnia--Lambton,Liberal,Fugard,Tim
35078,Sarnia--Lambton,Sarnia--Lambton,Green,McKeown,Allan
35079,Sault Ste. Marie,Sault Ste. Marie,Liberal,Bichler,Paul
35079,Sault Ste. Marie,Sault Ste. Marie,Green,Macmichael,Luke
35079,Sault Ste. Marie,Sault Ste. Marie,NDP,Martin,Tony
35079,Sault Ste. Marie,Sault Ste. Marie,First Peoples National,McLeod,Cory
35079,Sault Ste. Marie,Sault Ste. Marie,Conservative,Ross,Cameron
35079,Sault Ste. Marie,Sault Ste. Marie,Marxist-Leninist,Taffarel,Mike
35080,Scarborough--Agincourt,Scarborough--Agincourt,NDP,Dougherty,Simon
35080,Scarborough--Agincourt,Scarborough--Agincourt,Liberal,Karygiannis,Jim
35080,Scarborough--Agincourt,Scarborough--Agincourt,Conservative,Lau,Benson
35080,Scarborough--Agincourt,Scarborough--Agincourt,Green,Molder,Adrian
35081,Scarborough Centre,Scarborough-Centre,Liberal,Cannis,John
35081,Scarborough Centre,Scarborough-Centre,NDP,Hundt,Natalie
35081,Scarborough Centre,Scarborough-Centre,Conservative,James,Roxanne
35081,Scarborough Centre,Scarborough-Centre,Green,Ng,Ella
35082,Scarborough--Guildwood,Scarborough--Guildwood,Green,Bartley,Alonzo
35082,Scarborough--Guildwood,Scarborough--Guildwood,NDP,Khan,Sania
35082,Scarborough--Guildwood,Scarborough--Guildwood,Conservative,Konkel,Chuck
35082,Scarborough--Guildwood,Scarborough--Guildwood,Liberal,McKay,John
35083,Scarborough--Rouge River,Scarborough--Rouge River,Conservative,Bance,Jerry
35083,Scarborough--Rouge River,Scarborough--Rouge River,Liberal,Lee,Derek
35083,Scarborough--Rouge River,Scarborough--Rouge River,Libertarian,Mercer,Alan
35083,Scarborough--Rouge River,Scarborough--Rouge River,Green,Nagy,Attila
35083,Scarborough--Rouge River,Scarborough--Rouge River,NDP,Sloan,Ryan
35084,Scarborough Southwest,Scarborough-Sud-Ouest,Conservative,Crompton,Greg
35084,Scarborough Southwest,Scarborough-Sud-Ouest,Green,Dixon,Stefan
35084,Scarborough Southwest,Scarborough-Sud-Ouest,NDP,Hussain,Alamgir
35084,Scarborough Southwest,Scarborough-Sud-Ouest,Independent,Kabir,M. H. Fatique Chowdhury
35084,Scarborough Southwest,Scarborough-Sud-Ouest,Liberal,Simson,Michelle
35085,Simcoe--Grey,Simcoe--Grey,NDP,Austin,Katy
35085,Simcoe--Grey,Simcoe--Grey,Green,Ellis,Peter
35085,Simcoe--Grey,Simcoe--Grey,Conservative,Guergis,Helena
35085,Simcoe--Grey,Simcoe--Grey,Liberal,Matrosovs,Andrea
35085,Simcoe--Grey,Simcoe--Grey,Libertarian,McKibbin,Caley
35085,Simcoe--Grey,Simcoe--Grey,Christian Heritage,Vander Zaag,Peter
35086,Simcoe North,Simcoe-Nord,NDP,Banigan,Richard
35086,Simcoe North,Simcoe-Nord,Liberal,Clarke,Steve
35086,Simcoe North,Simcoe-Nord,Green,Powell,Valerie
35086,Simcoe North,Simcoe-Nord,Conservative,Stanton,Bruce
35087,Stormont--Dundas--South Glengarry,Stormont--Dundas--South Glengarry,Canadian Action,Dugas,DWight
35087,Stormont--Dundas--South Glengarry,Stormont--Dundas--South Glengarry,Independent,Galganov,Howard
35087,Stormont--Dundas--South Glengarry,Stormont--Dundas--South Glengarry,NDP,Jalbert,Darlene
35087,Stormont--Dundas--South Glengarry,Stormont--Dundas--South Glengarry,Conservative,Lauzon,Guy
35087,Stormont--Dundas--South Glengarry,Stormont--Dundas--South Glengarry,Green,Rawnsley,David
35087,Stormont--Dundas--South Glengarry,Stormont--Dundas--South Glengarry,Liberal,Sabourin,Denis
35088,Sudbury,Sudbury,Green,Harris,Gordon
35088,Sudbury,Sudbury,Conservative,Labelle,Gerry
35088,Sudbury,Sudbury,Liberal,Marleau,Diane
35088,Sudbury,Sudbury,First Peoples National,Morin,Will
35088,Sudbury,Sudbury,Independent,Popescu,J. David
35088,Sudbury,Sudbury,NDP,Thibeault,Glenn
35089,Thornhill,Thornhill,Liberal,Kadis,Susan
35089,Thornhill,Thornhill,Conservative,Kent,Peter
35089,Thornhill,Thornhill,Green,Koehl,Norbert
35089,Thornhill,Thornhill,NDP,Strelchik,Simon
35090,Thunder Bay--Rainy River,Thunder Bay--Rainy River,Green,Aegard,Russ
35090,Thunder Bay--Rainy River,Thunder Bay--Rainy River,Liberal,Boshcoff,Ken
35090,Thunder Bay--Rainy River,Thunder Bay--Rainy River,Conservative,Neumann,Richard
35090,Thunder Bay--Rainy River,Thunder Bay--Rainy River,NDP,Rafferty,John
35091,Thunder Bay--Superior North,Thunder Bay--Superior-Nord,Marijuana,Carrière,Denis Andrew
35091,Thunder Bay--Superior North,Thunder Bay--Superior-Nord,Green,Hughes,Brendan Daniel
35091,Thunder Bay--Superior North,Thunder Bay--Superior-Nord,NDP,Hyer,Bruce
35091,Thunder Bay--Superior North,Thunder Bay--Superior-Nord,Liberal,McArthur,Don
35091,Thunder Bay--Superior North,Thunder Bay--Superior-Nord,Conservative,Sarafin,Bev
35092,Timmins--James Bay,Timmins--Baie James,NDP,Angus,Charlie
35092,Timmins--James Bay,Timmins--Baie James,Conservative,Greenberg,Bill
35092,Timmins--James Bay,Timmins--Baie James,Liberal,Taillefer,Paul
35092,Timmins--James Bay,Timmins--Baie James,Green,Verner,Larry
35093,Toronto Centre,Toronto-Centre,Communist,Boyden,Johan
