"candidate_id","candidate_name","candidate_lastname","party","district","election","contributions","year","name_english","district_code","population"
30418,"Hansen, John","Hansen","NDP","Kanata--Carleton","42nd general election",6920,2015,"Kanata–Carleton",35041,100846
32522,"Adams, Gary","Adams","Green","Kelowna--Lake Country","42nd general election",800,2015,"Kelowna–Lake Country",59014,110051
30085,"Fuhr, Stephen","Fuhr","Liberal","Kelowna--Lake Country","42nd general election",730,2015,"Kelowna–Lake Country",59014,110051
30446,"Bowman, Norah Mary","Bowman","NDP","Kelowna--Lake Country","42nd general election",0,2015,"Kelowna–Lake Country",59014,110051
29928,"Rickford, Greg","Rickford","Conservative","Kenora","42nd general election",0,2015,"Kenora",35042,55977
32449,"McKillop, Ember C.","McKillop","Green","Kenora","42nd general election",100,2015,"Kenora",35042,55977
32623,"Nault, Bob","Nault","Liberal","Kenora","42nd general election",30165,2015,"Kenora",35042,55977
30042,"Hampton, Howard","Hampton","NDP","Kenora","42nd general election",48637,2015,"Kenora",35042,55977
30390,"Bell, Jim","Bell","Conservative","Kildonan--St. Paul","42nd general election",17725,2015,"Kildonan–St. Paul",46006,81794
32471,"Stairs, Steven","Stairs","Green","Kildonan--St. Paul","42nd general election",413.4,2015,"Kildonan–St. Paul",46006,81794
30762,"Hrynyk, Suzanne","Hrynyk","NDP","Kildonan--St. Paul","42nd general election",5470,2015,"Kildonan–St. Paul",46006,81794
30299,"Toubis, Konstantin","Toubis","Conservative","King--Vaughan","42nd general election",26700,2015,"King–Vaughan",35043,109235
32610,"Raney, Ann","Raney","Green","King--Vaughan","42nd general election",2070,2015,"King–Vaughan",35043,109235
30012,"Schulte, Deb","Schulte","Liberal","King--Vaughan","42nd general election",0,2015,"King–Vaughan",35043,109235
30665,"Rizzo, Natalie","Rizzo","NDP","King--Vaughan","42nd general election",900,2015,"King–Vaughan",35043,109235
30263,"Morse, David","Morse","Conservative","Kings--Hants","42nd general election",9330,2015,"Kings–Hants",12007,83306
32810,"Cooper, Will","Cooper","Green","Kings--Hants","42nd general election",100,2015,"Kings–Hants",12007,83306
30107,"Brison, Scott","Brison","Liberal","Kings--Hants","42nd general election",1300,2015,"Kings–Hants",12007,83306
32836,"Curry, Hugh","Curry","NDP","Kings--Hants","42nd general election",3195,2015,"Kings–Hants",12007,83306
30427,"Brooke, Andy","Brooke","Conservative","Kingston and the Islands","42nd general election",36820,2015,"Kingston and the Islands",35044,116996
32558,"Townend, Nathan","Townend","Green","Kingston and the Islands","42nd general election",600,2015,"Kingston and the Islands",35044,116996
29865,"Gerretsen, Mark","Gerretsen","Liberal","Kingston and the Islands","42nd general election",28535,2015,"Kingston and the Islands",35044,116996
29837,"Beals, Daniel","Beals","NDP","Kingston and the Islands","42nd general election",18123.09,2015,"Kingston and the Islands",35044,116996
32835,"Jonkman, Bob","Jonkman","Green","Kitchener--Conestoga","42nd general election",2015,2015,"Kitchener–Conestoga",35046,93827
32489,"Louis, Tim","Louis","Liberal","Kitchener--Conestoga","42nd general election",32.2,2015,"Kitchener–Conestoga",35046,93827
30360,"Villeneuve, James","Villeneuve","NDP","Kitchener--Conestoga","42nd general election",1000,2015,"Kitchener–Conestoga",35046,93827
30879,"Woodworth, Stephen","Woodworth","Conservative","Kitchener Centre","42nd general election",15222,2015,"Kitchener Centre",35045,102433
32529,"Wendler, Nicholas","Wendler","Green","Kitchener Centre","42nd general election",140,2015,"Kitchener Centre",35045,102433
30946,"Saini, Raj","Saini","Liberal","Kitchener Centre","42nd general election",1325,2015,"Kitchener Centre",35045,102433
30420,"Cadell, Susan","Cadell","NDP","Kitchener Centre","42nd general election",11245,2015,"Kitchener Centre",35045,102433
30783,"Gagné, Marian","Gagné","Conservative","Kitchener South--Hespeler","42nd general election",4485,2015,"Kitchener South–Hespeler",35047,97673
32906,"Weber, David","Weber","Green","Kitchener South--Hespeler","42nd general election",700,2015,"Kitchener South–Hespeler",35047,97673
30748,"Bruce, Lorne","Bruce","NDP","Kitchener South--Hespeler","42nd general election",3625,2015,"Kitchener South–Hespeler",35047,97673
29744,"Green, Bill","Green","Green","Kootenay--Columbia","42nd general election",9994,2015,"Kootenay–Columbia",59015,107589
29990,"Beaulieu, Mario","Beaulieu","Bloc","La Pointe-de-l'ÃŽle","42nd general election",2813.75,2015,"La Pointe-de-l'Île",24033,103512
30481,"Morissette, Guy","Morissette","Conservative","La Pointe-de-l'ÃŽle","42nd general election",1765,2015,"La Pointe-de-l'Île",24033,103512
32877,"Simard, Marie-Chantale","Simard","Liberal","La Pointe-de-l'ÃŽle","42nd general election",1040,2015,"La Pointe-de-l'Île",24033,103512
29785,"Péclet, Ãˆve","Péclet","NDP","La Pointe-de-l'ÃŽle","42nd general election",7817,2015,"La Pointe-de-l'Île",24033,103512
30441,"Picard, Christian","Picard","Bloc","La Prairie","42nd general election",5475,2015,"La Prairie",24034,99811
30653,"Perras, Yves","Perras","Conservative","La Prairie","42nd general election",1600,2015,"La Prairie",24034,99811
29692,"Poissant, Jean-Claude","Poissant","Liberal","La Prairie","42nd general election",14040,2015,"La Prairie",24034,99811
29944,"Chicoine, Pierre","Chicoine","NDP","La Prairie","42nd general election",992,2015,"La Prairie",24034,99811
29841,"Gourde, Jacques","Gourde","Conservative","LÃ©vis--LotbiniÃ¨re","42nd general election",21995,2015,"Lévis–Lotbinière",24042,107593
30019,"Boucher, Claude","Boucher","Liberal","LÃ©vis--LotbiniÃ¨re","42nd general election",0,2015,"Lévis–Lotbinière",24042,107593
33004,"Penashue, Peter","Penashue","Conservative","Labrador","42nd general election",9400,2015,"Labrador",10004,26728
30405,"Jones, Yvonne","Jones","Liberal","Labrador","42nd general election",19235,2015,"Labrador",10004,26728
32872,"Rudkowski, Edward","Rudkowski","NDP","Labrador","42nd general election",2360,2015,"Labrador",10004,26728
29844,"Lebel, Denis","Lebel","Conservative","Lac-Saint-Jean","42nd general election",54700,2015,"Lac-Saint-Jean",24035,105783
33114,"Simard, Sabin","Simard","Liberal","Lac-Saint-Jean","42nd general election",2890,2015,"Lac-Saint-Jean",24035,105783
30528,"Dallaire, Gisèle","Dallaire","NDP","Lac-Saint-Jean","42nd general election",10650,2015,"Lac-Saint-Jean",24035,105783
30357,"Girard, Eric","Girard","Conservative","Lac-Saint-Louis","42nd general election",24328.17,2015,"Lac-Saint-Louis",24036,108795
30119,"Scarpaleggia, Francis","Scarpaleggia","Liberal","Lac-Saint-Louis","42nd general election",0,2015,"Lac-Saint-Louis",24036,108795
30941,"Young, Ryan","Young","NDP","Lac-Saint-Louis","42nd general election",6350.8,2015,"Lac-Saint-Louis",24036,108795
30466,"Stubbs, Shannon","Stubbs","Conservative","Lakeland","42nd general election",38080.15,2015,"Lakeland",48025,104616
32840,"Parenteau, Garry","Parenteau","Liberal","Lakeland","42nd general election",4450,2015,"Lakeland",48025,104616
30706,"Zaraska, Duane","Zaraska","NDP","Lakeland","42nd general election",3290,2015,"Lakeland",48025,104616
29659,"Shipley, Bev","Shipley","Conservative","Lambton--Kent--Middlesex","42nd general election",18695,2015,"Lambton–Kent–Middlesex",35048,105919
30034,"Isaac, Rex","Isaac","NDP","Lambton--Kent--Middlesex","42nd general election",11780,2015,"Lambton–Kent–Middlesex",35048,105919
30141,"Reid, Scott","Reid","Conservative","Lanark--Frontenac--Kingston","42nd general election",10415,2015,"Lanark–Frontenac–Kingston",35049,98409
30968,"Archambault, Phil","Archambault","Liberal","Lanark--Frontenac--Kingston","42nd general election",325,2015,"Lanark–Frontenac–Kingston",35049,98409
30361,"Fenik, John","Fenik","NDP","Lanark--Frontenac--Kingston","42nd general election",25765,2015,"Lanark–Frontenac–Kingston",35049,98409
30116,"Warawa, Mark","Warawa","Conservative","Langley--Aldergrove","42nd general election",16270,2015,"Langley–Aldergrove",59016,103084
32564,"Jensen, Leon","Jensen","Liberal","Langley--Aldergrove","42nd general election",147.3,2015,"Langley–Aldergrove",59016,103084
30871,"Sangster, Margot","Sangster","NDP","Langley--Aldergrove","42nd general election",0,2015,"Langley–Aldergrove",59016,103084
30977,"Paquette, Gilbert","Paquette","Bloc","LaSalle--Ã‰mard--Verdun","42nd general election",5000,2015,"LaSalle–Émard–Verdun",24037,105317
32865,"Zamir, Mohammad","Zamir","Conservative","LaSalle--Ã‰mard--Verdun","42nd general election",0,2015,"LaSalle–Émard–Verdun",24037,105317
30633,"Lametti, David","Lametti","Liberal","LaSalle--Ã‰mard--Verdun","42nd general election",200,2015,"LaSalle–Émard–Verdun",24037,105317
29765,"LeBlanc, Hélène","LeBlanc","NDP","LaSalle--Ã‰mard--Verdun","42nd general election",7860,2015,"LaSalle–Émard–Verdun",24037,105317
30756,"Régimbald, Johanne","Régimbald","Bloc","Laurentides--Labelle","42nd general election",9785,2015,"Laurentides–Labelle",24038,111357
32842,"Charron, Sylvain","Charron","Conservative","Laurentides--Labelle","42nd general election",670,2015,"Laurentides–Labelle",24038,111357
30894,"Landry, Simon-Pierre","Landry","NDP","Laurentides--Labelle","42nd general election",2845,2015,"Laurentides–Labelle",24038,111357
32532,"Gaudreau, Daniel","Gaudreau","Conservative","Laurier--Sainte-Marie","42nd general election",160,2015,"Laurier–Sainte-Marie",24039,107034
29993,"Giraud, Cyrille","Giraud","Green","Laurier--Sainte-Marie","42nd general election",20,2015,"Laurier–Sainte-Marie",24039,107034
29851,"Poirier, Christine","Poirier","Liberal","Laurier--Sainte-Marie","42nd general election",132,2015,"Laurier–Sainte-Marie",24039,107034
30060,"Laverdière, Hélène","Laverdière","NDP","Laurier--Sainte-Marie","42nd general election",5100,2015,"Laurier–Sainte-Marie",24039,107034
29976,"Dick, Roland","Dick","Conservative","Laval--Les ÃŽles","42nd general election",38977,2015,"Laval–Les Îles",24040,103053
32508,"R'Guiba-Kalogerakis, Faiza","R'Guiba-Kalogerakis","Green","Laval--Les ÃŽles","42nd general election",1500,2015,"Laval–Les Îles",24040,103053
29966,"El-Khoury, FayÃ§al","El-Khoury","Liberal","Laval--Les ÃŽles","42nd general election",13800,2015,"Laval–Les Îles",24040,103053
30451,"Pilon, FranÃ§ois","Pilon","NDP","Laval--Les ÃŽles","42nd general election",1264.45,2015,"Laval–Les Îles",24040,103053
29992,"Brown, Gord","Brown","Conservative","Leeds-Grenville-Thousand Islands and Rideau Lakes","42nd general election",30321,2015,"Leeds-Grenville-Thousand Islands and Rideau Lakes",35050,99306
29671,"Rekmans, Lorraine A.","Rekmans","Green","Leeds-Grenville-Thousand Islands and Rideau Lakes","42nd general election",2415,2015,"Leeds-Grenville-Thousand Islands and Rideau Lakes",35050,99306
30077,"McFall, Mary Jean","McFall","Liberal","Leeds-Grenville-Thousand Islands and Rideau Lakes","42nd general election",48562.35,2015,"Leeds-Grenville-Thousand Islands and Rideau Lakes",35050,99306
30865,"Andrade, Margaret","Andrade","NDP","Leeds-Grenville-Thousand Islands and Rideau Lakes","42nd general election",300,2015,"Leeds-Grenville-Thousand Islands and Rideau Lakes",35050,99306
30573,"Harder, Rachael","Harder","Conservative","Lethbridge","42nd general election",73640,2015,"Lethbridge",48026,105999
32541,"MacMillan, Kas","MacMillan","Green","Lethbridge","42nd general election",2900,2015,"Lethbridge",48026,105999
30629,"Pyne, Mike","Pyne","Liberal","Lethbridge","42nd general election",11834.85,2015,"Lethbridge",48026,105999
30761,"Meheden, Cheryl","Meheden","NDP","Lethbridge","42nd general election",26671.6,2015,"Lethbridge",48026,105999
30716,"Dieleman, Suzanna","Dieleman","Conservative","London--Fanshawe","42nd general election",8629.37,2015,"London–Fanshawe",35051,119334
29926,"Mathyssen, Irene","Mathyssen","NDP","London--Fanshawe","42nd general election",22516.85,2015,"London–Fanshawe",35051,119334
30917,"Truppe, Susan","Truppe","Conservative","London North Centre","42nd general election",3344.5,2015,"London North Centre",35052,118079
30219,"Fragiskatos, Peter","Fragiskatos","Liberal","London North Centre","42nd general election",641.05,2015,"London North Centre",35052,118079
30483,"Gutierrez, German","Gutierrez","NDP","London North Centre","42nd general election",24900,2015,"London North Centre",35052,118079
29789,"Holder, Ed","Holder","Conservative","London West","42nd general election",32370,2015,"London West",35053,119090
30735,"Lascaris, Dimitri","Lascaris","Green","London West","42nd general election",28019,2015,"London West",35053,119090
29778,"Young, Kate","Young","Liberal","London West","42nd general election",17039.35,2015,"London West",35053,119090
30215,"Rowlinson, Matthew","Rowlinson","NDP","London West","42nd general election",23375,2015,"London West",35053,119090
32745,"Ruth, Wayne","Ruth","Conservative","Long Range Mountains","42nd general election",13355,2015,"Long Range Mountains",10005,87592
29910,"Cormier, Terry","Cormier","Green","Long Range Mountains","42nd general election",1845,2015,"Long Range Mountains",10005,87592
30482,"Hutchings, Gudie","Hutchings","Liberal","Long Range Mountains","42nd general election",500,2015,"Long Range Mountains",10005,87592
32574,"Babstock, Devon","Babstock","NDP","Long Range Mountains","42nd general election",5210,2015,"Long Range Mountains",10005,87592
29685,"Cloutier, Philippe","Cloutier","Bloc","Longueuil--Charles-LeMoyne","42nd general election",5000,2015,"Longueuil–Charles-LeMoyne",24041,104895
30878,"Barré, Thomas","Barré","Conservative","Longueuil--Charles-LeMoyne","42nd general election",900,2015,"Longueuil–Charles-LeMoyne",24041,104895
29686,"Leclerc, Mario","Leclerc","Green","Longueuil--Charles-LeMoyne","42nd general election",3025,2015,"Longueuil–Charles-LeMoyne",24041,104895
30253,"Romanado, Sherry","Romanado","Liberal","Longueuil--Charles-LeMoyne","42nd general election",649,2015,"Longueuil–Charles-LeMoyne",24041,104895
29752,"Groguhé, Sadia","Groguhé","NDP","Longueuil--Charles-LeMoyne","42nd general election",3133,2015,"Longueuil–Charles-LeMoyne",24041,104895
30115,"Trudel, Denis","Trudel","Bloc","Longueuil--Saint-Hubert","42nd general election",12655,2015,"Longueuil–Saint-Hubert",24043,104366
32697,"Sedlak, John","Sedlak","Conservative","Longueuil--Saint-Hubert","42nd general election",1150,2015,"Longueuil–Saint-Hubert",24043,104366
30257,"Nantel, Pierre","Nantel","NDP","Longueuil--Saint-Hubert","42nd general election",1015.85,2015,"Longueuil–Saint-Hubert",24043,104366
29795,"Asselin, Jean-Pierre","Asselin","Conservative","Louis-HÃ©bert","42nd general election",3400,2015,"Louis-Hébert",24044,104038
30449,"Blanchette, Denis","Blanchette","NDP","Louis-HÃ©bert","42nd general election",7835.64,2015,"Louis-Hébert",24044,104038
30785,"Sirard, Ronald","Sirard","Bloc","Louis-Saint-Laurent","42nd general election",0,2015,"Louis-Saint-Laurent",24045,106888
29869,"Deltell, Gérard","Deltell","Conservative","Louis-Saint-Laurent","42nd general election",9846.72,2015,"Louis-Saint-Laurent",24045,106888
30704,"Rousseau, Youri","Rousseau","Liberal","Louis-Saint-Laurent","42nd general election",3450,2015,"Louis-Saint-Laurent",24045,106888
29974,"Caron, G. Daniel","Caron","NDP","Louis-Saint-Laurent","42nd general election",225,2015,"Louis-Saint-Laurent",24045,106888
30268,"Berthold, Luc","Berthold","Conservative","MÃ©gantic--L'Ã‰rable","42nd general election",15643.35,2015,"Mégantic–L'Érable",24047,88745
30953,"Berthiaume, David","Berthiaume","Liberal","MÃ©gantic--L'Ã‰rable","42nd general election",5000,2015,"Mégantic–L'Érable",24047,88745
32556,"Delisle, Jean-FranÃ§ois","Delisle","NDP","MÃ©gantic--L'Ã‰rable","42nd general election",3610,2015,"Mégantic–L'Érable",24047,88745
30321,"Valcourt, Bernard","Valcourt","Conservative","Madawaska--Restigouche","42nd general election",20975.74,2015,"Madawaska–Restigouche",13005,62540
30876,"L'Italien, Rosaire","L'Italien","NDP","Madawaska--Restigouche","42nd general election",978,2015,"Madawaska–Restigouche",13005,62540
29702,"Stewart, Stephen","Stewart","Conservative","Malpeque","42nd general election",7045.65,2015,"Malpeque",11004,35039
30650,"Lund, Lynne","Lund","Green","Malpeque","42nd general election",5642,2015,"Malpeque",11004,35039
29790,"Easter, Wayne","Easter","Liberal","Malpeque","42nd general election",18285,2015,"Malpeque",11004,35039
30431,"Hayward, Leah-Jane","Hayward","NDP","Malpeque","42nd general election",1350,2015,"Malpeque",11004,35039
30118,"Gill, Marilène","Gill","Bloc","Manicouagan","42nd general election",0,2015,"Manicouagan",24046,94766
30618,"Boudreau, Yvon","Boudreau","Conservative","Manicouagan","42nd general election",2200,2015,"Manicouagan",24046,94766
32692,"Tremblay, Mario","Tremblay","Liberal","Manicouagan","42nd general election",9700,2015,"Manicouagan",24046,94766
30213,"Genest-Jourdain, Jonathan","Genest-Jourdain","NDP","Manicouagan","42nd general election",5750,2015,"Manicouagan",24046,94766
30447,"Jasmin-Tremblay, Patrice","Jasmin-Tremblay","Bloc","Marc-AurÃ¨le-Fortin","42nd general election",11007,2015,"Marc-Aurèle-Fortin",24065,96082
30518,"Lemieux, Marie-Josée","Lemieux","NDP","Marc-AurÃ¨le-Fortin","42nd general election",3526,2015,"Marc-Aurèle-Fortin",24065,96082
32589,"Calandra, Paul","Calandra","Conservative","Markham--Stouffville","42nd general election",10000,2015,"Markham–Stouffville",35054,109780
32839,"O'Brien, Myles","O'Brien","Green","Markham--Stouffville","42nd general election",1285,2015,"Markham–Stouffville",35054,109780
30206,"Philpott, Jane","Philpott","Liberal","Markham--Stouffville","42nd general election",800,2015,"Markham–Stouffville",35054,109780
30302,"Hines, Gregory","Hines","NDP","Markham--Stouffville","42nd general election",620,2015,"Markham–Stouffville",35054,109780
30267,"Easow, Jobson","Easow","Conservative","Markham--Thornhill","42nd general election",30802,2015,"Markham–Thornhill",35055,102221
32528,"McCallum, John","McCallum","Liberal","Markham--Thornhill","42nd general election",0,2015,"Markham–Thornhill",35055,102221
29957,"Chelliah, Senthi","Chelliah","NDP","Markham--Thornhill","42nd general election",35600,2015,"Markham–Thornhill",35055,102221
29684,"Saroya, Bob","Saroya","Conservative","Markham--Unionville","42nd general election",44225,2015,"Markham–Unionville",35056,104693
30672,"Kao, Elvin","Kao","Green","Markham--Unionville","42nd general election",1085,2015,"Markham–Unionville",35056,104693
30934,"Zimmerman, Colleen","Zimmerman","NDP","Markham--Unionville","42nd general election",1325,2015,"Markham–Unionville",35056,104693
30108,"Hillyer, Jim","Hillyer","Conservative","Medicine Hat--Cardston--Warner","42nd general election",500,2015,"Medicine Hat–Cardston–Warner",48027,102847
30571,"Allan, Glen","Allan","Liberal","Medicine Hat--Cardston--Warner","42nd general election",1400,2015,"Medicine Hat–Cardston–Warner",48027,102847
30887,"Weir, Erin","Weir","NDP","Medicine Hat--Cardston--Warner","42nd general election",3150,2015,"Medicine Hat–Cardston–Warner",48027,102847
29645,"Raitt, Lisa","Raitt","Conservative","Milton","42nd general election",86930,2015,"Milton",35057,88065
32520,"Batra, Mini","Batra","Green","Milton","42nd general election",800,2015,"Milton",35057,88065
29705,"Rizvee, Azim","Rizvee","Liberal","Milton","42nd general election",66464.4,2015,"Milton",35057,88065
29921,"Anabusi, Alex","Anabusi","NDP","Milton","42nd general election",3180,2015,"Milton",35057,88065
32674,"Clark, Matthew Ian","Clark","Green","Miramichi--Grand Lake","42nd general election",15,2015,"Miramichi–Grand Lake",13006,59343
30795,"Colford, Patrick","Colford","NDP","Miramichi--Grand Lake","42nd general election",955,2015,"Miramichi–Grand Lake",13006,59343
29873,"Green, Arthur Alexander","Green","Green","Mission--Matsqui--Fraser Canyon","42nd general election",1863,2015,"Mission–Matsqui–Fraser Canyon",59017,90871
30853,"Sidhu, Jati","Sidhu","Liberal","Mission--Matsqui--Fraser Canyon","42nd general election",11400,2015,"Mission–Matsqui–Fraser Canyon",59017,90871
29657,"Dechert, Bob","Dechert","Conservative","Mississauga--Erin Mills","42nd general election",44906.43,2015,"Mississauga–Erin Mills",35060,117199
30988,"Khalid, Iqra","Khalid","Liberal","Mississauga--Erin Mills","42nd general election",7550,2015,"Mississauga–Erin Mills",35060,117199
30658,"Bilek, Michelle","Bilek","NDP","Mississauga--Erin Mills","42nd general election",8710,2015,"Mississauga–Erin Mills",35060,117199
30003,"Ambler, Stella","Ambler","Conservative","Mississauga--Lakeshore","42nd general election",18329,2015,"Mississauga–Lakeshore",35061,118893
33141,"Burgener, Ariana","Burgener","Green","Mississauga--Lakeshore","42nd general election",2020,2015,"Mississauga–Lakeshore",35061,118893
30642,"Spengemann, Sven","Spengemann","Liberal","Mississauga--Lakeshore","42nd general election",2275,2015,"Mississauga–Lakeshore",35061,118893
32594,"Guerbilsky, Eric","Guerbilsky","NDP","Mississauga--Lakeshore","42nd general election",1850,2015,"Mississauga–Lakeshore",35061,118893
30922,"Grewal, Jagdish","Grewal","Conservative","Mississauga--Malton","42nd general election",20100,2015,"Mississauga–Malton",35062,118046
30040,"Bains, Navdeep","Bains","Liberal","Mississauga--Malton","42nd general election",82650,2015,"Mississauga–Malton",35062,118046
32593,"Douglas, Dianne","Douglas","NDP","Mississauga--Malton","42nd general election",620,2015,"Mississauga–Malton",35062,118046
30607,"Karim, Fayaz","Karim","NDP","Mississauga--Streetsville","42nd general election",5741.63,2015,"Mississauga–Streetsville",35063,118757
29722,"Alghabra, Omar","Alghabra","Liberal","Mississauga Centre","42nd general election",5550,2015,"Mississauga Centre",35058,118756
30932,"Khan, Farheen","Khan","NDP","Mississauga Centre","42nd general election",1420,2015,"Mississauga Centre",35058,118756
30350,"Lizon, Wladyslaw","Lizon","Conservative","Mississauga East--Cooksville","42nd general election",21377.7,2015,"Mississauga East–Cooksville",35059,121792
30572,"Fonseca, Peter","Fonseca","Liberal","Mississauga East--Cooksville","42nd general election",9150,2015,"Mississauga East–Cooksville",35059,121792
30764,"Naqvi, Ali","Naqvi","NDP","Mississauga East--Cooksville","42nd general election",20000,2015,"Mississauga East–Cooksville",35059,121792
30110,"Goguen, Robert","Goguen","Conservative","Moncton--Riverview--Dieppe","42nd general election",34100,2015,"Moncton–Riverview–Dieppe",13007,89484
30435,"LeBlanc, Luc","LeBlanc","NDP","Moncton--Riverview--Dieppe","42nd general election",250,2015,"Moncton–Riverview–Dieppe",13007,89484
30621,"Duranleau, Stéphane","Duranleau","Conservative","Montarville","42nd general election",3240,2015,"Montarville",24049,95095
29723,"Picard, Michel","Picard","Liberal","Montarville","42nd general election",13860,2015,"Montarville",24049,95095
29771,"Sellah, Djaouida","Sellah","NDP","Montarville","42nd general election",3790,2015,"Montarville",24049,95095
32625,"DesRoches, Gisèle","DesRoches","Conservative","Montcalm","42nd general election",3000,2015,"Montcalm",24050,99518
32939,"Thouin, Louis-Charles","Thouin","Liberal","Montcalm","42nd general election",1500,2015,"Montcalm",24050,99518
30804,"Leclerc, Martin","Leclerc","NDP","Montcalm","42nd general election",8223.67,2015,"Montcalm",24050,99518
30564,"Gagnon, Louis","Gagnon","Bloc","Montmagny--L'Islet--Kamouraska--RiviÃ¨re-du-Loup","42nd general election",90,2015,"Montmagny–L'Islet–Kamouraska–Rivière-du-Loup",24051,97261
29843,"Généreux, Bernard","Généreux","Conservative","Montmagny--L'Islet--Kamouraska--RiviÃ¨re-du-Loup","42nd general election",8900,2015,"Montmagny–L'Islet–Kamouraska–Rivière-du-Loup",24051,97261
30889,"Lapointe, FranÃ§ois","Lapointe","NDP","Montmagny--L'Islet--Kamouraska--RiviÃ¨re-du-Loup","42nd general election",8520,2015,"Montmagny–L'Islet–Kamouraska–Rivière-du-Loup",24051,97261
29977,"Lukiwski, Tom","Lukiwski","Conservative","Moose Jaw--Lake Centre--Lanigan","42nd general election",28700,2015,"Moose Jaw–Lake Centre–Lanigan",47005,76106
33176,"Setyo, Shawn","Setyo","Green","Moose Jaw--Lake Centre--Lanigan","42nd general election",106,2015,"Moose Jaw–Lake Centre–Lanigan",47005,76106
30779,"Hlady, Dustan","Hlady","NDP","Moose Jaw--Lake Centre--Lanigan","42nd general election",1436.34,2015,"Moose Jaw–Lake Centre–Lanigan",47005,76106
30256,"Libman, Robert","Libman","Conservative","Mount Royal","42nd general election",33150,2015,"Mount Royal",24052,101258
30131,"Housefather, Anthony","Housefather","Liberal","Mount Royal","42nd general election",5000,2015,"Mount Royal",24052,101258
32575,"Rimbao, Mario Jacinto","Rimbao","NDP","Mount Royal","42nd general election",2040,2015,"Mount Royal",24052,101258
30471,"Manly, Paul","Manly","Green","Nanaimo--Ladysmith","42nd general election",3484.7,2015,"Nanaimo–Ladysmith",59018,114998
32915,"Tessier, Tim","Tessier","Liberal","Nanaimo--Ladysmith","42nd general election",423.1,2015,"Nanaimo–Ladysmith",59018,114998
30524,"Malcolmson, Sheila","Malcolmson","NDP","Nanaimo--Ladysmith","42nd general election",40463.75,2015,"Nanaimo–Ladysmith",59018,114998
29623,"Wang, Andy","Wang","Conservative","Nepean","42nd general election",33831,2015,"Nepean",35064,104775
32762,"Cooke, Jean-Luc Roger","Cooke","Green","Nepean","42nd general election",1000,2015,"Nepean",35064,104775
29874,"Arya, Chandra","Arya","Liberal","Nepean","42nd general election",50890,2015,"Nepean",35064,104775
32477,"Devine, Sean","Devine","NDP","Nepean","42nd general election",950,2015,"Nepean",35064,104775
30271,"MacIntosh, Gayla","MacIntosh","Green","New Brunswick Southwest","42nd general election",700,2015,"New Brunswick Southwest",13008,66197
32547,"Graham, Andrew","Graham","NDP","New Brunswick Southwest","42nd general election",2075,2015,"New Brunswick Southwest",13008,66197
30995,"Ellis, Chloé","Ellis","Conservative","New Westminster--Burnaby","42nd general election",950,2015,"New Westminster–Burnaby",59019,108652
30254,"Routledge, Kyle","Routledge","Green","New Westminster--Burnaby","42nd general election",605,2015,"New Westminster–Burnaby",59019,108652
30744,"Ramnarine, Sasha","Ramnarine","Liberal","New Westminster--Burnaby","42nd general election",3337.9,2015,"New Westminster–Burnaby",59019,108652
30231,"Julian, Peter","Julian","NDP","New Westminster--Burnaby","42nd general election",26305,2015,"New Westminster–Burnaby",59019,108652
29731,"Brown, Lois","Brown","Conservative","Newmarket--Aurora","42nd general election",3318,2015,"Newmarket–Aurora",35065,109457
30648,"Peterson, Kyle","Peterson","Liberal","Newmarket--Aurora","42nd general election",2750,2015,"Newmarket–Aurora",35065,109457
30025,"Kelly, Yvonne","Kelly","NDP","Newmarket--Aurora","42nd general election",6785,2015,"Newmarket–Aurora",35065,109457
30203,"Villella, Leanna","Villella","Conservative","Niagara Centre","42nd general election",17056.12,2015,"Niagara Centre",35066,105860
29983,"Badawey, Vance","Badawey","Liberal","Niagara Centre","42nd general election",8680,2015,"Niagara Centre",35066,105860
29980,"Allen, Malcolm","Allen","NDP","Niagara Centre","42nd general election",18673,2015,"Niagara Centre",35066,105860
30893,"Nicholson, Rob","Nicholson","Conservative","Niagara Falls","42nd general election",75109.59,2015,"Niagara Falls",35067,128357
30226,"Soos, Steven","Soos","Green","Niagara Falls","42nd general election",865.7,2015,"Niagara Falls",35067,128357
29698,"Planche, Ron","Planche","Liberal","Niagara Falls","42nd general election",28950,2015,"Niagara Falls",35067,128357
30942,"Ioannoni, Carolynn","Ioannoni","NDP","Niagara Falls","42nd general election",20745,2015,"Niagara Falls",35067,128357
30002,"Allison, Dean","Allison","Conservative","Niagara West","42nd general election",12620,2015,"Niagara West",35068,86533
32795,"Frere, Sid","Frere","Green","Niagara West","42nd general election",200,2015,"Niagara West",35068,86533
29999,"Rahman, Nameer","Rahman","NDP","Niagara West","42nd general election",200,2015,"Niagara West",35068,86533
32546,"Laamanen, Aino","Laamanen","Conservative","Nickel Belt","42nd general election",5030,2015,"Nickel Belt",35069,90962
30666,"McCall, Stuart","McCall","Green","Nickel Belt","42nd general election",990,2015,"Nickel Belt",35069,90962
29772,"Gravelle, Claude","Gravelle","NDP","Nickel Belt","42nd general election",15533.49,2015,"Nickel Belt",35069,90962
30238,"Aspin, Jay","Aspin","Conservative","Nipissing--Timiskaming","42nd general election",13505.42,2015,"Nipissing–Timiskaming",35070,90996
32552,"Peltier, Nicole","Peltier","Green","Nipissing--Timiskaming","42nd general election",500,2015,"Nipissing–Timiskaming",35070,90996
